country_code,country_name,indicator_name,indicator_value,confidence_score,evidence_sources,last_updated,expert_validated,validation_notes
NGA,Nigeria,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T20:57:51.073097,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T20:58:11.422025,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T20:58:32.397779,False,Auto-validated based on 3 evidence sources
NGA,Nigeria,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T20:58:52.593399,False,Auto-validated based on 3 evidence sources
GHA,Ghana,national_ai_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T20:59:05.030538,False,Auto-validated based on 3 evidence sources
GHA,Ghana,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://nita.gov.gh']",2025-08-13T20:59:16.654089,False,Auto-validated based on 4 evidence sources
GHA,Ghana,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T20:59:28.223203,False,Auto-validated based on 3 evidence sources
GHA,Ghana,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T20:59:39.925795,False,Auto-validated based on 3 evidence sources
GHA,Ghana,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023']",2025-08-13T20:59:51.463582,False,Auto-validated based on 3 evidence sources
EGY,Egypt,national_ai_strategy,False,0.98,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://mcit.gov.eg', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T21:02:13.318512,False,Auto-validated based on 5 evidence sources
EGY,Egypt,data_protection_regulation,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T21:04:34.698755,False,Auto-validated based on 4 evidence sources
EGY,Egypt,ai_ethics_guidelines,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T21:06:55.897930,False,Auto-validated based on 4 evidence sources
EGY,Egypt,health_data_governance,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T21:09:17.181455,False,Auto-validated based on 4 evidence sources
EGY,Egypt,digital_health_strategy,False,1.0,"['https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://www.oxfordinsights.com/government-ai-readiness-index-2023', 'https://au.int/sites/default/files/documents/39218-doc-ai_continental_strategy_eng.pdf']",2025-08-13T21:11:38.527343,False,Auto-validated based on 4 evidence sources
